"id","line_no","original_line","mutated_line","source_filepath"
"bcel_8040",181,"if (!((attribute instanceof Code) || (attribute instanceof ExceptionTable))) {","if (!((false) || (attribute instanceof ExceptionTable))) {","org/apache/bcel/classfile/Method.java"
"bcel_8041",181,"if (!((attribute instanceof Code) || (attribute instanceof ExceptionTable))) {","if (!((true) || (attribute instanceof ExceptionTable))) {","org/apache/bcel/classfile/Method.java"
"bcel_8042",181,"if (!((attribute instanceof Code) || (attribute instanceof ExceptionTable))) {","if (!((attribute instanceof Code) || (false))) {","org/apache/bcel/classfile/Method.java"
"bcel_8043",181,"if (!((attribute instanceof Code) || (attribute instanceof ExceptionTable))) {","if (!((attribute instanceof Code) || (true))) {","org/apache/bcel/classfile/Method.java"
"bcel_8044",186,"if (e != null) {","if (false) {","org/apache/bcel/classfile/Method.java"
"bcel_8045",186,"if (e != null) {","if (true) {","org/apache/bcel/classfile/Method.java"
"bcel_8046",188,"if (!str.isEmpty()) {","if (false) {","org/apache/bcel/classfile/Method.java"
"bcel_8047",188,"if (!str.isEmpty()) {","if (true) {","org/apache/bcel/classfile/Method.java"
"bcel_8048",192,"return buf.toString();","return """";","org/apache/bcel/classfile/Method.java"
"bcel_8049",42,"return Objects.equals(THIS.getName(), THAT.getName())","return false","org/apache/bcel/classfile/Method.java"
"bcel_8050",42,"return Objects.equals(THIS.getName(), THAT.getName())","return true","org/apache/bcel/classfile/Method.java"
"bcel_8051",42,"return Objects.equals(THIS.getName(), THAT.getName())","return true;","org/apache/bcel/classfile/Method.java"
"bcel_8052",43,"&& Objects.equals(THIS.getSignature(), THAT.getSignature());","&& false;","org/apache/bcel/classfile/Method.java"
"bcel_8053",43,"&& Objects.equals(THIS.getSignature(), THAT.getSignature());","&& true;","org/apache/bcel/classfile/Method.java"
"bcel_8054",50,"return THIS.getSignature().hashCode() ^ THIS.getName().hashCode();","return THIS.getSignature().hashCode() & THIS.getName().hashCode();","org/apache/bcel/classfile/Method.java"
"bcel_8055",50,"return THIS.getSignature().hashCode() ^ THIS.getName().hashCode();","return 0;","org/apache/bcel/classfile/Method.java"
"bcel_8056",75,"for (int i = 0; i < number_of_exceptions; i++) {","for (int i = 0; i <= number_of_exceptions; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8057",75,"for (int i = 0; i < number_of_exceptions; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8058",75,"for (int i = 0; i < number_of_exceptions; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8059",59,"this.exceptionIndexTable = exceptionIndexTable != null ? exceptionIndexTable : new int[0];","this.exceptionIndexTable = false ? exceptionIndexTable : new int[0];","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8060",59,"this.exceptionIndexTable = exceptionIndexTable != null ? exceptionIndexTable : new int[0];","this.exceptionIndexTable = true ? exceptionIndexTable : new int[0];","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8061",90,"v.visitExceptionTable(this);","// removed call to visitExceptionTable()","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8062",173,"if (exceptionIndexTable != null) {","if (false) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8063",173,"if (exceptionIndexTable != null) {","if (true) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8064",175,"System.arraycopy(exceptionIndexTable, 0, c.exceptionIndexTable, 0,","System.arraycopy(exceptionIndexTable, 0, c.exceptionIndexTable, 0,  // removed call to arraycopy()","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8065",178,"c.setConstantPool(_constant_pool);","// removed call to setConstantPool()","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8066",179,"return c;","return null;","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8067",102,"super.dump(file);","// removed call to dump()","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8068",103,"file.writeShort(exceptionIndexTable.length);","// removed call to writeShort()","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8069",105,"file.writeShort(index);","// removed call to writeShort()","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8070",114,"return exceptionIndexTable;","return null;","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8071",131,"for (int i = 0; i < exceptionIndexTable.length; i++) {","for (int i = 0; i <= exceptionIndexTable.length; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8072",131,"for (int i = 0; i < exceptionIndexTable.length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8073",131,"for (int i = 0; i < exceptionIndexTable.length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8074",135,"return names;","return null;","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8075",122,"return exceptionIndexTable == null ? 0 : exceptionIndexTable.length;","return false ? 0 : exceptionIndexTable.length;","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8076",122,"return exceptionIndexTable == null ? 0 : exceptionIndexTable.length;","return true ? 0 : exceptionIndexTable.length;","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8077",122,"return exceptionIndexTable == null ? 0 : exceptionIndexTable.length;","return 0;","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8078",144,"this.exceptionIndexTable = exceptionIndexTable != null ? exceptionIndexTable : new int[0];","this.exceptionIndexTable = false ? exceptionIndexTable : new int[0];","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8079",144,"this.exceptionIndexTable = exceptionIndexTable != null ? exceptionIndexTable : new int[0];","this.exceptionIndexTable = true ? exceptionIndexTable : new int[0];","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8080",156,"for (int i = 0; i < exceptionIndexTable.length; i++) {","for (int i = 0; i <= exceptionIndexTable.length; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8081",156,"for (int i = 0; i < exceptionIndexTable.length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8082",156,"for (int i = 0; i < exceptionIndexTable.length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8083",159,"if (i < exceptionIndexTable.length - 1) {","if (i < exceptionIndexTable.length + 1) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8084",159,"if (i < exceptionIndexTable.length - 1) {","if (i <= exceptionIndexTable.length - 1) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8085",159,"if (i < exceptionIndexTable.length - 1) {","if (false) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8086",159,"if (i < exceptionIndexTable.length - 1) {","if (true) {","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8087",163,"return buf.toString();","return """";","org/apache/bcel/classfile/ExceptionTable.java"
"bcel_8088",98,"if (value) {","if (false) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8089",98,"if (value) {","if (true) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8090",120,"if (!copyPoolEntries)","if (false)","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8091",120,"if (!copyPoolEntries)","if (true)","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8092",128,"switch (value.getElementValueType())","switch (value.getElementValueType()) // switch default changed to first case","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8093",152,"if (value.getValueBoolean())","if (false)","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8094",152,"if (value.getValueBoolean())","if (true)","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8095",250,"dos.writeByte(super.getElementValueType()); // u1 kind of value","dos.writeByte(super.getElementValueType()); // u1 kind of value  // removed call to writeByte()","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8096",251,"switch (super.getElementValueType())","switch (super.getElementValueType()) // switch default changed to first case","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8097",262,"dos.writeShort(idx);","// removed call to writeShort()","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8098",177,"return new SimpleElementValue(super.getElementValueType(), idx, getConstantPool().getConstantPool());","return null;","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8099",182,"return idx;","return 0;","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8100",197,"if (super.getElementValueType() != PRIMITIVE_INT) {","if (false) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8101",197,"if (super.getElementValueType() != PRIMITIVE_INT) {","if (true) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8102",202,"return c.getBytes();","return 0;","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8103",187,"if (super.getElementValueType() != STRING) {","if (false) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8104",187,"if (super.getElementValueType() != STRING) {","if (true) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8105",192,"return c.getBytes();","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8106",209,"switch (super.getElementValueType())","switch (super.getElementValueType()) // switch default changed to first case","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8107",213,"return Integer.toString(c.getBytes());","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8108",216,"return Long.toString(j.getBytes());","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8109",219,"return Double.toString(d.getBytes());","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8110",222,"return Float.toString(f.getBytes());","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8111",225,"return Integer.toString(s.getBytes());","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8112",228,"return Integer.toString(b.getBytes());","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8113",231,"return Integer.toString(ch.getBytes());","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8114",234,"if (bo.getBytes() == 0) {","if (false) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8115",234,"if (bo.getBytes() == 0) {","if (true) {","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8116",235,"return ""false"";","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8117",237,"return ""true"";","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8118",240,"return cu8.getBytes();","return """";","org/apache/bcel/generic/SimpleElementValueGen.java"
"bcel_8119",115,"repository.storeClass(clazz);","// removed call to storeClass()","org/apache/bcel/Repository.java"
"bcel_8120",116,"return old;","return null;","org/apache/bcel/Repository.java"
"bcel_8121",104,"repository.clear();","// removed call to clear()","org/apache/bcel/Repository.java"
"bcel_8122",177,"return getInterfaces(lookupClass(class_name));","return null;","org/apache/bcel/Repository.java"
"bcel_8123",166,"return clazz.getAllInterfaces();","return null;","org/apache/bcel/Repository.java"
"bcel_8124",44,"return repository;","return null;","org/apache/bcel/Repository.java"
"bcel_8125",154,"return getSuperClasses(jc);","return null;","org/apache/bcel/Repository.java"
"bcel_8126",142,"return clazz.getSuperClasses();","return null;","org/apache/bcel/Repository.java"
"bcel_8127",242,"return implementationOf(lookupClass(clazz), lookupClass(inter));","return false;","org/apache/bcel/Repository.java"
"bcel_8128",242,"return implementationOf(lookupClass(clazz), lookupClass(inter));","return true;","org/apache/bcel/Repository.java"
"bcel_8129",264,"return implementationOf(lookupClass(clazz), inter);","return false;","org/apache/bcel/Repository.java"
"bcel_8130",264,"return implementationOf(lookupClass(clazz), inter);","return true;","org/apache/bcel/Repository.java"
"bcel_8131",253,"return implementationOf(clazz, lookupClass(inter));","return false;","org/apache/bcel/Repository.java"
"bcel_8132",253,"return implementationOf(clazz, lookupClass(inter));","return true;","org/apache/bcel/Repository.java"
"bcel_8133",231,"return clazz.implementationOf(inter);","return false;","org/apache/bcel/Repository.java"
"bcel_8134",231,"return clazz.implementationOf(inter);","return true;","org/apache/bcel/Repository.java"
"bcel_8135",200,"return instanceOf(lookupClass(clazz), lookupClass(super_class));","return false;","org/apache/bcel/Repository.java"
"bcel_8136",200,"return instanceOf(lookupClass(clazz), lookupClass(super_class));","return true;","org/apache/bcel/Repository.java"
"bcel_8137",220,"return instanceOf(lookupClass(clazz), super_class);","return false;","org/apache/bcel/Repository.java"
"bcel_8138",220,"return instanceOf(lookupClass(clazz), super_class);","return true;","org/apache/bcel/Repository.java"
"bcel_8139",210,"return instanceOf(clazz, lookupClass(super_class));","return false;","org/apache/bcel/Repository.java"
"bcel_8140",210,"return instanceOf(clazz, lookupClass(super_class));","return true;","org/apache/bcel/Repository.java"
"bcel_8141",189,"return clazz.instanceOf(super_class);","return false;","org/apache/bcel/Repository.java"
"bcel_8142",189,"return clazz.instanceOf(super_class);","return true;","org/apache/bcel/Repository.java"
"bcel_8143",78,"return repository.loadClass(clazz);","return null;","org/apache/bcel/Repository.java"
"bcel_8144",65,"return repository.loadClass(class_name);","return null;","org/apache/bcel/Repository.java"
"bcel_8145",90,"if (path == null) {","if (false) {","org/apache/bcel/Repository.java"
"bcel_8146",90,"if (path == null) {","if (true) {","org/apache/bcel/Repository.java"
"bcel_8147",93,"return path.getClassFile(class_name);","return null;","org/apache/bcel/Repository.java"
"bcel_8148",124,"repository.removeClass(repository.findClass(clazz));","repository.removeClass(repository.findClass(clazz));  // removed call to removeClass()","org/apache/bcel/Repository.java"
"bcel_8149",132,"repository.removeClass(clazz);","// removed call to removeClass()","org/apache/bcel/Repository.java"
"bcel_8150",157,"if (jc.isPublic()) {","if (false) {","org/apache/bcel/generic/ObjectType.java"
"bcel_8151",157,"if (jc.isPublic()) {","if (true) {","org/apache/bcel/generic/ObjectType.java"
"bcel_8152",158,"return true;","return false;","org/apache/bcel/generic/ObjectType.java"
"bcel_8153",161,"return acc.getPackageName().equals(jc.getPackageName());","return false;","org/apache/bcel/generic/ObjectType.java"
"bcel_8154",161,"return acc.getPackageName().equals(jc.getPackageName());","return true;","org/apache/bcel/generic/ObjectType.java"
"bcel_8155",67,"return (type instanceof ObjectType)","return (false)","org/apache/bcel/generic/ObjectType.java"
"bcel_8156",67,"return (type instanceof ObjectType)","return (true)","org/apache/bcel/generic/ObjectType.java"
"bcel_8157",67,"return (type instanceof ObjectType)","return true;","org/apache/bcel/generic/ObjectType.java"
"bcel_8158",51,"return className;","return """";","org/apache/bcel/generic/ObjectType.java"
"bcel_8159",36,"return new ObjectType(className);","return null;","org/apache/bcel/generic/ObjectType.java"
"bcel_8160",59,"return className.hashCode();","return 0;","org/apache/bcel/generic/ObjectType.java"
"bcel_8161",84,"return jc.isClass();","return false;","org/apache/bcel/generic/ObjectType.java"
"bcel_8162",84,"return jc.isClass();","return true;","org/apache/bcel/generic/ObjectType.java"
"bcel_8163",86,"return false;","return true;","org/apache/bcel/generic/ObjectType.java"
